Behaviour,DNA,Count
"From Netherlands, at 12:20:AM, accessed port 443.0, sent more data out than recieved",ba1c0be1c47df11e7235a854f8d98765567f716c6cf117fec9c1301bed7ddf23,1
"From Netherlands, at 12:10:AM, accessed port 443.0, recieved more data in than sent out",b3b3070b6da739b46cd8fcf1d49a60d3195e726a454bba74b005405e1ab2004b,1
"From Canada, at 11:20:PM, accessed port 443.0, recieved more data in than sent out",b5c763c8d7b94cf7ffac84bc54482b609e59a2a0185170036b5b85f573ce3437,1
"From Germany, at 12:40:AM, accessed port 443.0, recieved more data in than sent out",b0e6e50982a6c26b771e80659159b4db30bea692623d53885f78d3780c933bff,1
"From Canada, at 01:20:AM, accessed port 443.0, sent more data out than recieved",cfda23963370fb9c8211d9e3a4bd83885dff4ad2873b14c282957120c802ba54,1
"From Germany, at 08:20:AM, accessed port 443.0, sent more data out than recieved",cd795f8111a50fd33b3ea71a850f34f51cf0149726296a552b135318792cdbdd,1
"From Germany, at 08:00:AM, accessed port 443.0, recieved more data in than sent out",cb19123c6f62f6fc40cf958f56aaeaa4f3f08864bb5d1e520cf4a17192ada788,1
"From Canada, at 09:50:AM, accessed port 443.0, sent more data out than recieved",c9fc3dd709287e66e10118eee7ebf5dfb4ab1e2141176e6584f5724ec0cf4e73,1
"From Canada, at 01:30:AM, accessed port 443.0, sent more data out than recieved",c8b16528ea24bcb7d64e64071a13f5701cc44589953aad8cb47f40e822bdab61,1
"From Canada, at 08:40:AM, accessed port 443.0, sent more data out than recieved",c7d5638b9c0b5582d33dd67920a44b02e7e8a8491cf2336d41d9e2897b9c6fa0,1
"From Canada, at 09:30:AM, accessed port 443.0, sent more data out than recieved",c79a08ccf172363bf716475fd1a45ce200451ee15a1020ada497f5a946a166c9,1
"From United States, at 08:10:AM, accessed port 443.0, recieved more data in than sent out",c3c8e7aa77cb6ebe9716bb85d36be804197db6facf8054a9ccc659dbf8c9ef8a,1
"From Canada, at 11:20:PM, accessed port 443.0, sent more data out than recieved",c0e4e5be5da9271180d06fae234e91c1dba7143b9445711e016ea77f9cfce35d,1
"From Netherlands, at 11:50:PM, accessed port 443.0, sent more data out than recieved",c59759830055c8f885bf27b76f5b441133e7a03c279c092ddec394f2f247cbdc,1
"From Canada, at 11:30:PM, accessed port 443.0, recieved more data in than sent out",d583cbb3b364fabfcc87282272d9b78d85304423f14f92f1fab1534ed034f6e6,1
"From United Arab Emirates, at 12:10:AM, accessed port 443.0, sent more data out than recieved",dc9578ce8b560ed310878f933aecda3f81a9d1c0d8b10f43bd91c8319cbc2293,1
"From Germany, at 11:30:PM, accessed port 443.0, sent more data out than recieved",d8455fc578378a174dd012b6a084900f0a237a77a42a50df26f9e1f970845ec1,1
"From United Arab Emirates, at 12:00:AM, accessed port 443.0, recieved more data in than sent out",d7833fff3e0cf7c44f1b973b984b0ec866eac198a29bc47ce33b63e9cc8914e3,1
"From Israel, at 12:10:AM, accessed port 443.0, recieved more data in than sent out",d5f59c91030d8806ae70044e37895ab45068ba0e7014cf398d138aa7242c4515,1
"From United States, at 08:50:AM, accessed port 443.0, sent more data out than recieved",d47793b37c76669990c0adf0fb3b67d80b6e9028c56ed07c5d9b463e53ba297d,1
"From Canada, at 09:20:AM, accessed port 443.0, sent more data out than recieved",e76649d0f11cdc85c2ac3e9799c13991fcc80c562c57c34ed33f95339741e512,1
"From Israel, at 12:30:AM, accessed port 443.0, recieved more data in than sent out",e2d9e2de9b596ceede31a723c05650e3d000223613b3a6ecafcd3dc2413cdf65,1
"From Germany, at 01:10:AM, accessed port 443.0, sent more data out than recieved",e024c7ea6d3bda976d0e83c5041a4b0c29d7dc517e4c01a6188b6d9bbfe8f8d9,1
"From United States, at 01:20:AM, accessed port 443.0, sent more data out than recieved",dbbdffc6895b9bdb122e81cb1779b67756dace2521103d4a2baf85f6e9c41633,1
"From Netherlands, at 08:50:AM, accessed port 443.0, sent more data out than recieved",ee890ee3b6d4fc0448979e129dd2d5c33ae5870e96dc2f52dfb4e6520bfc3280,1
"From Austria, at 08:30:AM, accessed port 443.0, sent more data out than recieved",e86bea7857e1cfaabe0689437dcb1dd4d1664f69f99314d9fb09feff13d25df7,1
"From Canada, at 01:50:AM, accessed port 443.0, sent more data out than recieved",eab0d60c687e5e41831d96c29df27bd45d32d1056ac12186910914e9df6e0852,1
"From Canada, at 12:20:AM, accessed port 443.0, sent more data out than recieved",e9b5ff180ca94e2476469c6485573f77bb64ce9f7a6fa9817fd99f4315d35428,1
"From United Arab Emirates, at 08:50:AM, accessed port 443.0, sent more data out than recieved",f56566887869acfc976e4d670d2c1d5d6c11ae79a04cd2769e38ac14936b0cfd,1
"From Israel, at 09:50:AM, accessed port 443.0, sent more data out than recieved",f40c4259b6c19795872a6acb958e0c856dd227090e202d93a3f68f33f8edfedf,1
"From Germany, at 11:20:PM, accessed port 443.0, recieved more data in than sent out",f256ec60ddf0ff5a052ba57e8ef425dbac53519e4a9db10cfe6f254d8e44673d,1
"From Canada, at 08:00:AM, accessed port 443.0, sent more data out than recieved",f5dbd3fe4d29811ae5b64ee881b6b1fbbe87cd5ebff7c4aafdbf479b30db378f,1
"From Germany, at 12:00:AM, accessed port 443.0, sent more data out than recieved",fac33e03642e4bb7221148a1782cdf375ed251e84f145db8f3df97f06884099b,1
"From Canada, at 08:30:AM, accessed port 443.0, recieved more data in than sent out",f75ed2c230a746cc37361f8a8cae3a03b3770d3e47c23dfebbfb318886e076f8,1
"From Austria, at 09:00:AM, accessed port 443.0, sent more data out than recieved",fb53c3361d4d48034d5c581b5e9ef2dcf23d84ca961c18a21e24ab081bf86d6b,1
"From Germany, at 09:30:AM, accessed port 443.0, sent more data out than recieved",fd85bea8442507a2f9cc99ebeda1bdb4653364ccbbd829e4bfa865ea7dc1ffa4,1
